age,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction,Gender_Male,customer_type_disloyal Customer,type_of_travel_Personal Travel,customer_class_Eco,customer_class_Eco Plus
23,516,1,5,1,1,1,1,1,5,5,2,3,2,1,10,0,0,1,0,1,0,0
24,337,4,5,4,2,2,4,2,3,2,5,4,4,2,0,10,1,1,1,0,1,0
16,1346,2,4,3,3,5,3,5,3,4,4,3,5,5,0,0,0,0,0,1,1,0
45,1507,4,4,3,4,2,5,5,4,4,4,4,4,5,9,0,1,1,0,0,0,0
59,438,2,4,2,3,5,5,4,5,2,5,4,5,5,0,0,0,0,0,1,1,0
11,2475,4,2,4,3,4,5,3,2,4,3,3,3,3,0,0,1,0,0,1,1,0
49,3635,3,3,3,3,3,5,4,2,2,2,5,2,4,0,6,1,0,0,0,0,0
47,3683,1,1,1,1,2,4,4,5,5,5,5,5,3,0,0,1,1,0,0,0,0
57,1558,4,4,4,4,5,5,4,4,4,4,3,4,3,0,0,1,0,0,0,0,0
8,109,4,1,4,4,2,4,2,4,5,3,1,3,2,9,5,0,1,0,1,1,0
43,3383,1,1,1,1,5,5,4,4,4,4,5,4,4,0,0,1,0,0,0,0,0
9,386,3,5,3,3,1,3,1,5,3,4,4,4,1,0,4,0,1,0,1,1,0
46,3382,2,2,2,2,3,4,4,2,2,2,5,2,3,0,0,1,1,0,0,0,0
25,954,3,3,3,4,3,3,3,4,4,2,4,4,3,0,12,0,1,1,0,1,0
26,481,3,0,2,3,4,2,4,4,2,5,5,4,4,0,0,0,0,1,0,0,0
37,2444,5,5,5,5,2,5,4,4,4,4,4,4,3,0,0,1,0,0,0,0,0
41,1723,5,5,5,5,3,5,5,2,2,2,5,2,5,0,0,1,1,0,0,0,0
21,265,2,0,2,2,3,2,3,3,2,3,3,5,3,0,2,0,0,1,0,1,0
32,309,3,3,3,1,4,3,4,5,5,5,5,4,4,0,0,0,0,1,0,0,0
53,2564,3,3,3,3,5,5,4,4,4,5,5,4,3,0,0,1,1,0,0,0,0
36,511,5,1,5,5,5,5,4,5,5,5,4,5,5,0,0,1,1,0,0,0,0
39,1371,3,5,3,1,2,3,2,4,4,3,5,4,2,0,0,0,1,0,1,1,0
64,936,2,3,2,2,3,2,2,1,1,5,4,3,3,0,5,0,1,0,1,1,0
48,1120,1,1,1,1,4,4,4,5,4,5,4,5,3,0,0,1,0,0,0,0,0
42,3001,3,3,3,3,3,2,3,3,3,3,1,3,2,0,0,0,0,0,0,0,0
23,2106,4,4,4,4,5,5,5,5,5,3,4,5,5,5,0,1,1,0,0,0,0
26,1036,4,4,4,4,3,4,3,3,3,4,4,5,3,6,3,0,1,0,1,1,0
20,337,3,5,3,3,4,3,4,3,3,4,5,4,4,0,2,0,0,0,1,1,0
58,2402,1,4,1,3,1,1,1,4,4,4,4,5,1,0,0,0,1,0,1,1,0
15,438,1,4,1,5,4,1,4,5,4,5,5,5,4,0,0,0,1,0,1,1,0
27,1562,2,2,2,2,2,2,2,1,4,4,5,1,2,0,0,0,0,1,0,1,0
36,541,1,2,2,2,3,2,3,4,3,5,4,5,3,7,7,0,1,1,0,0,0
15,760,5,5,5,3,4,5,4,3,3,5,3,4,4,16,8,1,1,0,1,0,1
40,2732,4,4,4,4,5,5,4,4,5,4,4,4,4,0,0,1,1,0,0,0,0
30,577,5,5,5,1,3,5,3,4,3,5,5,4,3,0,0,1,0,0,1,0,0
36,2161,5,5,5,5,4,5,5,4,4,4,3,4,4,0,0,1,0,0,0,0,0
23,622,2,5,3,4,2,3,2,4,2,4,3,5,2,0,0,0,0,1,0,1,0
41,1747,4,4,4,4,2,5,4,5,4,5,5,5,4,0,0,1,0,0,0,0,0
22,239,4,0,4,3,2,4,2,4,4,4,5,4,2,0,5,1,1,1,0,0,0
35,399,1,4,1,4,4,1,4,4,2,5,5,4,4,0,7,0,0,0,1,0,1
35,207,4,5,4,2,1,4,1,5,1,2,2,3,1,0,0,0,1,1,0,1,0
27,1121,3,3,3,5,2,3,2,3,4,5,4,4,2,5,0,0,1,1,0,0,0
10,541,2,4,2,3,2,2,2,4,3,5,2,2,2,0,0,0,0,0,1,1,0
17,588,2,0,2,2,4,2,4,3,4,2,5,5,4,0,0,0,0,1,0,1,0
54,522,3,4,3,3,1,3,3,3,2,4,4,5,1,0,0,0,1,0,1,1,0
56,2154,5,5,3,5,2,4,5,4,4,4,4,4,5,0,0,1,1,0,0,0,0
20,1416,3,3,3,1,2,3,2,1,2,5,1,3,2,0,0,0,0,1,0,1,0
17,3482,4,4,4,4,5,5,5,5,5,4,5,4,5,0,0,1,1,0,0,0,0
32,356,3,3,2,3,4,4,4,5,4,4,3,5,4,0,0,1,1,0,0,0,0
26,1045,3,3,3,3,2,3,2,2,2,3,1,4,2,0,0,0,1,1,0,1,0
38,2704,4,4,4,4,3,4,3,5,5,5,4,3,3,0,0,1,1,1,0,0,0
31,1056,1,1,1,3,2,1,2,3,5,3,3,3,2,0,0,0,1,1,0,1,0
63,2157,4,4,4,4,3,5,4,5,5,5,5,5,4,0,0,1,0,0,0,0,0
48,748,3,4,4,4,3,3,3,3,2,3,3,3,3,0,0,0,1,0,0,1,0
29,1235,5,3,3,3,5,5,5,2,3,3,4,5,5,0,0,1,0,0,0,0,1
59,296,2,5,2,1,2,2,2,4,2,4,4,5,2,0,0,0,1,0,1,0,1
58,419,3,3,3,3,3,3,3,5,4,1,5,2,3,0,9,1,1,0,0,0,1
60,546,3,3,3,4,1,5,2,3,3,3,4,3,4,4,0,0,0,0,1,1,0
31,404,2,5,2,3,5,2,1,5,3,5,4,5,5,0,0,0,1,0,1,0,1
58,229,2,4,2,5,5,5,4,4,2,4,3,4,5,2,0,0,1,0,1,0,0
51,209,4,4,4,4,2,3,1,5,5,5,5,5,3,5,5,1,1,0,0,0,0
24,669,0,0,0,2,4,0,4,5,5,5,3,5,4,10,4,1,1,1,0,1,0
41,1475,5,3,2,3,5,5,5,1,2,1,2,1,5,7,0,1,1,0,0,1,0
51,1660,3,0,3,3,4,5,4,3,3,3,3,3,4,3,0,0,0,0,1,0,0
43,159,5,1,1,1,5,5,5,1,4,5,3,3,5,0,0,1,1,0,0,1,0
65,1009,3,4,4,1,5,4,5,1,4,1,3,2,5,4,7,0,1,0,1,1,0
50,1522,5,5,5,5,4,5,5,3,3,3,5,3,4,0,0,1,1,0,0,0,0
52,1881,1,1,4,1,4,5,5,4,4,4,5,4,5,0,0,1,0,0,0,0,0
36,541,4,4,4,1,5,4,5,3,2,4,5,4,5,0,0,0,1,0,1,1,0
8,1589,2,4,2,3,3,2,3,5,2,5,4,5,3,0,0,0,1,0,1,0,0
43,1620,3,3,3,3,3,5,4,5,5,5,4,5,3,3,0,1,0,0,0,0,0
35,1416,2,2,2,4,2,2,5,1,2,3,4,4,2,0,0,0,0,1,0,1,0
35,1620,1,4,0,2,4,0,4,4,2,4,3,5,4,2,0,0,0,0,1,1,0
23,1012,4,4,4,4,4,4,4,5,5,4,4,4,4,8,12,1,1,0,0,0,0
62,546,4,3,4,2,5,1,5,3,4,3,4,3,4,8,7,0,0,0,1,1,0
52,528,3,4,3,3,2,5,5,5,3,5,5,5,4,0,0,0,0,0,1,1,0
32,404,1,1,1,1,5,5,5,1,4,1,4,3,5,23,0,1,1,0,0,0,0
30,3577,5,5,5,5,4,4,4,5,2,4,4,4,4,0,0,1,0,0,0,0,0
18,2457,3,4,4,3,2,3,4,3,4,3,1,3,2,0,4,0,0,1,0,1,0
28,862,1,1,1,1,5,1,5,3,2,1,3,2,5,10,7,0,1,0,1,1,0
32,2556,4,2,4,4,4,2,2,1,3,4,2,2,2,0,0,0,1,0,1,0,1
18,569,2,5,2,3,2,2,2,5,4,4,5,5,2,0,0,0,1,0,1,1,0
18,1092,2,5,2,5,2,2,2,2,3,2,5,1,2,0,0,0,1,1,1,1,0
59,667,2,3,2,3,4,2,4,1,1,4,4,3,4,0,0,0,1,0,1,1,0
47,954,1,4,1,4,4,3,4,3,1,3,3,3,1,0,10,0,0,0,1,1,0
27,306,1,2,2,4,4,2,4,3,5,3,1,3,4,0,0,0,1,1,0,0,0
56,3428,2,2,2,2,1,4,3,4,5,4,3,4,4,0,0,1,0,0,0,0,0
44,669,2,3,2,3,2,2,2,4,1,3,3,4,2,0,0,0,1,0,1,1,0
24,3356,3,3,3,3,5,5,5,1,2,2,4,2,5,0,0,1,0,0,0,0,0
31,642,3,4,3,1,2,3,2,4,3,5,3,5,2,0,0,0,0,0,1,0,0
43,909,2,2,2,2,4,4,5,5,5,5,3,5,5,0,0,1,1,0,0,0,0
29,759,2,2,2,2,3,2,3,2,5,2,2,2,3,0,0,0,1,1,0,1,0
30,829,1,1,1,3,4,1,4,2,5,2,3,3,4,0,0,0,1,1,0,1,0
36,134,4,4,4,4,5,4,2,5,5,5,3,4,5,0,1,0,1,1,0,0,0
28,152,1,1,1,3,4,1,4,1,4,3,4,2,4,8,0,0,1,1,0,1,0
56,118,5,5,5,5,1,1,4,4,4,4,1,4,3,0,0,1,0,0,0,0,0
46,1919,4,4,3,4,3,4,4,5,5,5,3,5,4,2,6,1,0,0,0,0,0
44,622,2,3,2,4,1,2,1,2,4,1,4,5,1,2,0,0,1,0,1,1,0
52,83,3,1,3,3,4,3,4,3,5,3,1,3,4,0,0,0,1,0,1,1,0
22,762,4,4,4,2,5,4,5,3,5,4,3,4,5,0,2,0,1,1,0,1,0
39,2635,3,5,3,3,2,5,4,4,4,4,4,4,5,25,6,1,0,0,0,0,0
53,371,4,1,1,1,4,4,4,1,2,3,4,4,4,0,0,0,1,0,0,0,1
7,683,3,5,3,4,3,3,3,2,1,4,3,5,3,0,0,0,1,0,1,1,0
50,187,2,2,2,2,2,4,5,4,4,4,3,4,4,0,0,1,1,0,0,0,0
39,728,3,2,3,3,3,3,3,2,1,2,3,3,3,0,0,0,0,0,1,1,0
52,1023,4,5,4,1,4,3,4,4,4,4,4,4,2,0,0,1,0,0,1,1,0
60,2865,2,2,5,5,3,4,4,2,2,2,1,2,2,0,0,0,0,0,0,0,0
52,1690,3,3,3,3,3,5,4,5,5,5,3,5,3,8,7,1,1,0,0,0,0
48,719,4,4,4,4,3,4,4,5,5,5,4,5,5,0,0,1,0,0,0,0,0
31,1217,3,5,5,5,3,3,3,3,4,3,4,4,3,0,0,0,0,0,0,0,1
56,328,2,5,2,2,2,5,4,4,4,4,5,4,4,4,0,1,1,0,0,0,0
49,571,5,5,5,4,5,5,5,5,5,5,3,5,3,9,0,1,0,0,1,1,0
42,3480,3,3,3,3,2,5,4,4,4,4,5,4,5,0,0,1,0,0,0,0,0
41,277,1,4,3,3,5,3,5,2,2,3,3,3,5,0,0,0,0,0,1,1,0
24,500,1,5,1,1,3,4,3,5,3,5,4,4,3,0,0,1,0,0,0,0,0
23,2134,5,5,5,5,4,4,4,5,1,1,5,1,4,0,0,1,0,0,0,0,0
53,2166,4,4,4,4,5,3,4,4,4,4,2,4,5,0,0,1,1,0,0,0,0
63,3482,2,2,2,2,4,4,5,5,5,5,3,5,5,0,0,1,1,0,0,0,0
49,259,3,2,3,1,1,1,1,4,3,4,4,4,2,0,0,0,0,0,1,1,0
46,308,3,5,3,3,2,3,2,3,4,5,4,4,2,0,0,0,1,0,1,1,0
24,1598,5,2,4,4,5,5,3,1,5,3,1,3,5,0,0,1,1,0,0,1,0
23,628,3,3,3,4,3,3,3,2,2,4,4,3,3,0,0,0,0,1,0,1,0
77,1020,1,3,3,3,1,1,1,2,3,3,1,3,1,0,0,0,1,0,0,1,0
14,327,4,3,4,4,4,4,4,4,5,5,4,5,4,13,8,0,1,0,1,1,0
45,583,5,5,5,5,3,5,4,4,4,4,5,4,4,2,0,1,0,0,0,0,0
56,1389,3,5,3,2,2,3,2,3,2,3,3,5,2,0,0,0,1,0,1,1,0
24,351,5,2,2,2,5,5,4,1,3,4,2,4,5,0,0,1,0,0,0,0,1
43,1592,3,1,5,1,4,4,3,3,3,3,3,3,3,0,12,0,0,0,0,1,0
75,609,2,2,2,2,1,4,5,4,4,4,5,4,5,0,1,1,1,0,0,0,0
28,125,1,4,1,1,4,1,4,1,1,2,5,4,4,0,0,0,1,1,0,1,0
34,1053,1,4,1,3,5,1,1,5,5,4,5,5,5,0,0,0,0,0,1,1,0
54,711,1,1,1,1,4,5,4,5,5,5,3,5,4,5,0,1,1,0,0,0,0
18,861,2,3,1,1,2,1,3,4,2,5,4,4,2,14,7,0,1,0,1,1,0
21,460,2,4,2,2,2,2,2,3,5,5,5,5,2,0,0,0,0,0,1,1,0
47,333,1,1,1,1,1,1,1,2,2,3,2,4,1,5,0,0,1,0,0,0,1
8,1620,2,4,2,1,1,2,1,5,5,3,5,5,1,8,0,0,0,0,1,1,0
23,306,2,2,2,3,4,2,4,1,5,4,3,4,4,2,0,0,0,1,0,1,0
41,1124,5,5,5,5,3,4,5,5,5,5,4,5,5,0,3,1,1,0,0,0,0
47,2997,1,1,1,1,5,3,5,4,4,4,1,4,2,6,8,1,0,0,0,0,0
56,3319,3,3,3,3,2,4,5,4,4,4,5,4,3,0,0,1,1,0,0,0,0
61,312,2,4,2,2,4,2,5,5,3,5,3,5,4,2,0,0,1,0,1,1,0
67,1046,4,4,4,4,5,5,5,3,4,1,3,3,5,0,0,0,0,0,1,1,0
39,1587,1,1,4,1,5,4,4,5,5,5,5,5,4,4,0,1,1,0,0,0,0
44,2187,5,5,5,5,5,3,5,4,4,4,4,4,2,23,12,1,1,0,0,0,0
35,2187,1,1,1,1,5,5,4,4,4,4,5,4,4,0,3,1,1,0,0,0,0
39,147,4,5,4,4,2,4,2,5,5,5,5,5,2,0,0,1,0,0,1,1,0
44,459,3,3,3,3,3,3,3,2,2,1,5,5,3,0,0,1,1,0,0,1,0
22,850,1,1,1,1,4,4,4,2,1,2,3,5,4,0,0,1,1,0,0,0,0
22,1024,5,1,1,1,5,5,3,2,3,2,4,3,5,0,0,1,1,0,0,0,1
51,1995,1,1,5,1,5,4,5,2,3,2,5,2,3,0,0,1,1,0,0,0,0
10,820,5,3,2,2,5,5,4,1,5,4,5,5,5,0,0,1,0,0,0,0,1
29,3677,2,2,2,2,4,4,4,4,2,2,3,5,4,2,0,1,1,0,0,0,0
42,101,2,5,5,5,2,2,2,1,1,5,1,5,2,0,0,1,1,0,0,1,0
13,370,4,5,4,4,4,4,2,1,3,2,2,4,4,0,0,1,1,0,1,1,0
47,618,5,3,2,3,5,5,5,3,4,1,1,4,5,0,0,1,1,0,0,0,1
76,200,0,4,0,2,4,4,2,1,1,1,2,1,1,1,0,1,0,0,0,0,0
46,2586,3,2,2,2,3,3,3,5,2,4,3,2,3,12,10,0,1,0,0,0,0
26,692,1,0,0,4,3,0,3,3,4,3,2,3,3,4,6,0,1,1,0,1,0
50,1013,1,1,1,1,3,4,5,5,5,5,3,5,5,0,0,1,0,0,0,0,0
25,704,3,1,3,1,3,3,3,1,5,3,1,4,3,0,0,0,1,0,0,1,0
47,862,3,4,3,4,4,5,4,3,3,2,3,3,3,14,0,0,0,0,1,1,0
30,190,5,5,5,3,1,5,1,5,4,4,4,4,1,0,0,1,1,0,1,1,0
26,89,3,3,0,2,5,0,3,2,5,2,2,1,5,6,8,0,1,0,1,1,0
49,735,4,5,5,5,5,4,5,2,4,3,1,4,5,0,9,0,1,0,0,1,0
33,139,5,4,4,4,5,5,5,3,3,3,5,5,5,0,0,1,0,0,0,1,0
20,486,5,0,5,1,2,5,2,5,4,4,4,4,2,0,0,1,0,1,0,0,0
31,1085,3,3,2,3,3,3,3,1,3,4,4,4,3,10,7,0,0,0,0,1,0
60,1440,3,1,1,1,3,3,3,4,2,4,4,3,3,0,0,0,1,0,0,1,0
57,570,5,5,5,5,4,5,5,4,4,4,3,4,4,0,0,1,1,0,0,0,0
47,1513,2,2,2,2,4,5,5,4,4,4,4,4,3,12,0,1,1,0,0,0,0
54,1617,1,1,1,1,5,5,5,4,4,4,4,4,3,0,0,1,0,0,0,0,0
39,101,4,4,4,4,1,4,1,5,1,5,4,3,1,0,0,1,0,1,0,0,1
21,2052,2,4,2,4,3,2,3,3,5,3,5,5,3,0,0,0,0,0,1,1,0
46,1850,1,3,3,3,3,3,2,1,1,1,2,1,1,0,7,0,1,0,0,0,0
32,954,2,4,2,4,1,2,1,1,5,3,4,3,1,0,9,0,0,0,1,1,0
50,965,2,2,2,2,3,4,4,2,3,2,3,2,5,0,0,1,1,0,0,0,0
37,1810,2,2,2,3,4,2,1,4,2,5,3,5,4,0,2,0,1,1,0,0,0
30,495,3,2,4,2,2,4,2,4,1,3,1,2,2,11,0,0,1,0,1,0,0
51,2521,2,2,2,2,2,5,5,5,5,5,3,5,3,0,0,1,0,0,0,0,0
78,460,4,4,4,4,1,4,3,4,4,4,3,4,3,0,0,0,1,0,0,0,0
24,377,0,5,0,1,3,0,3,3,3,4,5,5,3,12,0,1,1,1,0,0,0
45,2581,2,2,2,2,3,5,5,5,5,5,5,5,3,0,0,1,0,0,0,0,0
36,108,3,3,3,3,5,4,5,4,4,5,3,4,5,0,4,1,1,0,0,0,0
22,1135,2,2,2,1,4,2,2,5,5,4,3,4,4,0,0,0,1,1,0,1,0
60,693,3,3,3,3,5,5,5,4,4,4,4,4,3,28,6,1,0,0,0,0,0
25,594,5,1,5,4,5,5,4,4,4,3,1,4,5,2,0,1,0,0,1,1,0
39,1606,5,5,5,5,4,2,5,4,4,4,4,4,1,0,0,1,1,0,0,0,0
39,224,3,3,3,2,2,3,2,4,5,4,5,4,2,0,12,0,0,1,0,0,0
25,2906,2,2,2,2,5,5,5,1,5,4,1,5,5,0,0,1,0,0,0,0,0
36,216,4,5,5,5,4,4,4,5,5,2,2,2,4,0,0,1,1,0,0,1,0
60,315,4,3,2,2,5,3,1,5,2,5,3,5,1,0,0,0,0,0,1,1,0
45,196,5,2,2,2,2,3,4,5,5,5,2,5,1,0,0,1,0,0,0,1,0
62,589,1,1,1,3,4,1,4,2,2,3,4,4,4,0,0,0,1,1,0,1,0
45,458,2,2,2,2,3,2,4,4,4,4,1,4,4,2,0,1,0,0,0,0,0
42,1972,3,2,3,3,3,3,4,4,4,4,3,4,5,0,0,1,1,0,0,0,0
18,846,3,3,3,5,1,3,1,2,4,4,1,2,1,4,0,0,0,1,0,1,0
52,993,3,5,3,3,3,3,3,4,5,4,5,5,3,0,0,0,1,0,1,1,0
35,2173,3,3,3,3,5,4,4,5,5,5,4,5,3,0,0,1,1,0,0,0,0
40,410,4,3,3,3,4,4,4,5,5,3,3,4,4,0,5,1,1,0,0,1,0
45,1605,3,5,3,1,3,3,3,4,5,5,5,5,3,11,0,0,1,0,1,1,0
55,259,3,2,3,2,3,3,3,4,5,3,2,4,3,0,0,0,1,0,0,1,0
37,2907,3,1,1,1,1,3,3,3,3,3,2,3,1,3,0,0,1,0,0,0,0
43,862,3,4,4,3,2,5,5,5,4,5,5,5,3,0,0,0,0,0,1,1,0
48,181,2,5,5,5,2,3,4,2,2,2,3,2,2,0,0,0,0,0,0,0,0
54,711,2,2,2,2,4,4,5,4,4,4,5,4,4,15,0,1,1,0,0,0,0
33,3372,4,4,4,4,3,5,5,4,4,4,4,4,3,0,0,1,0,0,0,0,0
50,2133,2,2,3,4,5,3,5,4,4,3,4,4,5,8,1,0,1,0,1,1,0
10,406,3,5,3,2,2,3,2,4,4,4,3,4,2,8,8,0,1,0,1,1,0
9,429,1,1,1,3,3,1,3,4,4,2,3,3,3,0,0,0,1,0,1,1,0
55,493,2,2,2,2,5,5,5,5,5,5,3,5,1,0,0,1,1,0,0,0,0
26,689,4,1,1,1,4,4,4,1,1,1,5,3,4,0,0,1,0,0,0,0,1
41,3185,0,0,0,2,3,4,4,5,5,5,4,5,5,10,5,1,1,0,0,0,0
7,1438,5,5,5,5,2,2,2,3,3,4,4,4,2,0,0,1,1,0,0,0,0
46,2367,1,4,1,2,4,4,4,2,1,2,5,2,5,1,0,0,0,0,1,1,0
58,2232,1,1,1,1,5,4,5,4,4,4,4,4,3,6,3,1,1,0,0,0,0
28,315,2,1,2,1,3,2,3,1,3,2,3,2,3,0,0,0,1,0,1,1,0
29,406,3,1,2,3,2,2,2,4,2,4,3,3,2,0,0,0,1,0,1,1,0
18,409,1,4,2,2,5,2,5,5,2,4,4,4,5,10,9,0,1,0,1,1,0
16,2105,2,2,2,2,4,4,4,5,5,3,3,4,4,4,0,1,0,0,0,0,0
45,1816,0,0,0,1,5,4,4,4,4,4,4,4,3,1,0,1,0,0,0,0,0
63,481,1,4,3,1,5,3,5,4,5,1,2,1,5,0,5,0,1,0,1,1,0
25,236,2,5,2,3,3,2,3,5,2,4,5,4,3,0,3,0,0,1,0,0,0
40,2782,4,4,4,4,5,4,4,5,5,5,5,5,3,0,0,1,0,0,0,0,0
59,769,3,5,3,5,2,3,2,5,2,5,4,4,2,12,2,0,1,0,1,0,1
23,337,4,2,4,3,1,4,1,3,5,4,4,4,1,14,12,0,0,1,0,1,0
47,2327,4,4,4,4,4,4,4,5,5,5,4,5,5,0,0,1,0,0,0,0,0
53,258,2,2,2,2,5,4,4,5,5,5,5,5,4,0,0,1,1,0,0,0,0
44,2757,2,2,2,2,5,4,5,5,5,5,3,5,5,0,0,1,1,0,0,0,0
65,602,4,2,4,4,4,4,4,4,3,4,4,4,4,5,1,0,1,0,1,0,1
20,280,5,0,5,1,2,5,2,3,4,5,5,5,2,0,0,1,1,1,0,0,0
40,302,3,1,3,3,2,3,1,3,4,3,4,4,2,1,0,0,1,0,1,1,0
23,651,4,4,4,4,4,4,4,4,4,4,2,1,4,0,0,1,0,0,0,0,0
14,967,1,1,1,4,3,1,3,4,5,2,3,4,3,0,0,0,0,1,0,1,0
42,1566,4,4,4,4,4,4,5,3,4,3,4,3,5,0,3,1,0,0,0,0,0
41,680,4,4,3,2,4,3,4,3,4,4,4,5,4,0,0,0,0,0,1,1,0
24,1303,3,3,3,4,4,3,4,1,4,3,1,3,4,10,0,0,1,0,1,1,0
52,67,2,5,2,1,3,4,4,1,2,1,5,1,4,2,0,0,0,0,1,1,0
44,147,2,2,2,2,3,2,3,3,1,2,1,2,3,0,0,1,1,0,0,1,0
18,469,1,4,1,3,3,1,3,5,4,4,5,4,3,0,2,0,1,0,1,1,0
21,1086,3,2,3,4,2,3,2,4,4,3,4,4,2,0,0,0,1,1,0,0,0
8,1010,4,4,4,1,4,4,4,5,2,1,5,5,4,0,0,0,1,0,1,1,0
55,432,2,4,3,1,2,5,4,2,3,2,4,2,3,3,5,0,0,0,1,1,0
35,1020,1,0,2,5,4,2,1,4,4,5,4,4,4,0,0,0,0,0,1,1,0
15,907,1,4,1,4,2,1,2,3,4,4,5,4,2,0,0,0,0,0,1,1,0
35,280,3,4,3,1,2,5,4,4,3,4,5,4,5,0,0,0,0,0,1,0,0
41,978,2,2,2,2,4,4,5,5,4,5,5,5,4,0,0,1,1,0,0,0,0
13,404,3,5,3,3,2,3,2,4,3,2,4,4,2,4,0,0,1,0,1,1,0
58,2285,1,1,1,1,4,4,5,5,5,5,3,5,3,0,0,1,0,0,0,0,0
44,2784,1,1,4,1,4,5,4,4,4,5,5,4,5,4,6,1,1,0,0,0,0
39,946,0,3,0,1,2,0,1,5,2,1,2,2,2,0,0,1,0,0,1,1,0
24,629,1,4,1,3,3,1,3,3,5,5,4,5,3,0,1,0,1,0,1,1,0
46,147,3,4,3,3,4,3,4,4,3,4,4,4,4,9,4,0,1,0,1,1,0
36,541,5,2,2,2,5,4,5,1,4,5,4,3,5,3,0,1,0,0,0,1,0
60,399,1,5,1,5,1,1,1,4,3,5,3,4,1,0,0,0,1,0,1,0,1
33,192,2,5,2,3,5,2,5,3,2,5,2,5,5,0,0,0,0,1,0,1,0
49,187,3,4,3,4,3,3,3,3,4,5,3,4,3,0,9,0,1,0,1,1,0
57,1042,3,4,3,3,1,3,1,3,4,5,4,5,1,6,0,0,1,0,1,1,0
54,566,5,4,1,4,5,5,5,4,5,3,4,3,5,1,6,1,1,0,0,1,0
58,2186,3,3,5,3,3,4,5,3,3,3,5,3,4,0,0,1,0,0,0,0,0
25,1984,2,5,5,5,2,2,2,1,5,4,2,3,2,0,0,0,1,0,0,0,0
38,3403,1,1,1,1,4,5,4,5,5,5,5,5,4,0,0,1,1,0,0,0,0
56,207,5,4,4,4,5,5,5,4,3,1,1,3,5,0,0,1,1,0,0,1,0
46,236,3,4,3,3,4,3,4,5,5,4,3,4,4,0,3,0,1,0,1,1,0
21,404,3,1,3,3,3,3,3,4,5,2,3,3,3,13,11,0,0,1,0,0,0
8,421,3,3,4,2,3,4,3,1,4,2,1,3,3,2,0,0,0,0,1,1,0
30,223,5,4,4,4,5,5,5,5,4,3,1,2,5,0,1,1,1,0,0,0,1
39,255,2,2,2,4,2,2,2,2,5,4,3,4,2,0,0,0,0,1,0,0,0
60,1620,1,5,1,2,3,1,3,4,4,4,3,4,3,6,8,0,1,0,1,1,0
51,588,5,5,5,5,5,5,5,5,5,5,1,5,5,0,0,1,0,0,0,1,0
39,266,2,3,3,1,1,3,1,4,2,2,3,5,1,6,0,0,1,1,0,0,0
18,223,4,4,4,3,4,4,4,3,2,4,5,4,4,0,0,0,0,0,1,1,0
35,758,4,4,4,4,4,4,4,3,3,4,2,3,4,0,0,1,0,0,0,1,0
25,507,4,0,3,3,4,3,4,3,4,5,3,5,4,1,0,0,1,1,0,0,0
57,781,5,5,5,5,5,5,5,4,4,4,4,4,5,0,0,1,0,0,0,0,0
37,1636,4,2,3,2,5,4,3,1,1,4,4,1,4,0,0,0,1,0,0,0,0
36,925,3,4,3,3,5,3,5,3,2,1,4,2,5,0,0,0,0,0,1,1,0
15,892,3,5,3,3,4,3,4,4,3,5,5,5,4,0,0,0,0,0,1,1,0
37,125,3,1,2,3,4,2,4,3,3,2,3,2,4,0,0,0,0,1,0,1,0
39,563,4,4,4,4,3,4,5,4,4,4,4,4,5,0,0,1,0,0,0,0,0
39,2182,1,1,1,1,3,1,2,1,1,1,3,1,1,3,5,0,1,0,0,0,0
20,785,1,5,1,4,1,1,1,4,5,4,4,5,1,0,0,0,0,0,1,1,0
42,226,1,4,4,4,1,3,3,1,1,1,4,1,4,0,0,0,0,0,0,1,0
39,152,3,5,3,2,2,3,1,3,2,5,3,5,2,0,0,0,0,0,1,1,0
23,1703,2,2,3,2,4,4,4,3,2,5,5,5,4,22,4,1,1,0,0,0,0
37,2999,2,5,5,5,3,4,4,4,4,2,2,4,3,0,0,0,1,0,0,0,0
23,1147,3,3,3,1,1,3,1,3,5,4,5,5,1,22,0,0,0,1,0,1,0
28,770,5,2,5,2,3,5,3,4,2,2,4,3,3,0,0,1,1,0,1,0,1
44,601,5,5,5,5,2,4,4,5,5,5,2,5,2,0,0,1,1,0,0,0,0
31,2691,4,4,4,4,5,5,5,4,3,5,5,4,5,0,0,1,1,0,0,0,0
54,216,3,4,3,1,2,3,2,5,4,5,5,4,2,0,0,0,1,0,1,1,0
57,621,2,2,1,2,3,5,5,5,5,5,4,5,3,1,2,1,0,0,0,0,0
50,2535,4,4,4,4,2,1,4,5,5,5,2,5,1,7,6,1,0,0,0,0,0
23,2075,2,2,2,3,1,2,1,2,2,4,4,4,1,0,0,0,1,1,0,1,0
48,2586,4,4,4,4,3,5,4,5,5,5,4,5,5,0,0,1,0,0,0,0,0
28,867,1,2,2,2,1,1,1,4,3,4,3,4,1,0,0,0,1,0,0,0,0
45,321,2,4,2,4,2,4,4,2,2,2,3,2,1,0,0,0,0,0,1,0,1
27,404,3,5,3,1,1,3,1,4,3,5,3,5,1,0,0,0,1,0,1,1,0
